CustomerID,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus
3215562,32.57,420.0,30.0,1.73,0.0,0.8,-124.0,-2.6,3.0,0.3,32.0,20.7,0.0,23.8,0.7,0.0,70.7,65.3,3.3,0.0,0.0,16.0,1.0,1.0,DETDET313,1.0,1.0,466.0,50.0,50.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0.0,0.0,No,No,0.0,1.0,No,0.0,30.0,No,5-Low,Other,Other,No
3073230,59.99,1210.0,60.0,0.0,0.0,0.0,-402.0,0.0,17.0,0.0,12.3,0.0,0.7,195.4,94.0,18.0,141.7,155.0,17.7,0.0,0.7,29.0,2.0,2.0,NYCMAN917,2.0,2.0,115.0,60.0,68.0,No,No,Yes,No,No,Known,Yes,Yes,No,Yes,Yes,Yes,0.0,0.0,Yes,No,0.0,7.0,No,0.0,80.0,No,1-Highest,Other,Professional,Yes
3366602,51.24,157.0,70.0,0.0,0.0,0.0,48.0,3.8,0.3,2.7,13.3,0.0,0.0,42.9,1.0,1.0,43.7,16.0,3.0,0.0,0.0,9.0,1.0,1.0,ATLANE678,1.0,1.0,246.0,0.0,0.0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,30.0,No,5-Low,Other,Other,Unknown
3005882,64.58,694.0,62.0,0.5,47.0,0.0,304.0,17.5,4.3,1.3,10.3,0.0,0.0,149.6,13.0,2.3,76.3,22.3,5.7,0.0,0.0,45.0,4.0,3.0,KCYKCK913,2.0,2.0,621.0,50.0,48.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0.0,0.0,No,Yes,0.0,9.0,No,0.0,30.0,No,1-Highest,Suburban,Other,Yes
3267494,40.72,253.0,40.0,0.5,29.0,0.0,-198.0,-10.7,11.0,1.0,17.3,0.0,0.0,74.9,9.0,0.0,46.3,39.0,12.0,0.0,0.3,13.0,1.0,1.0,HARNEW203,1.0,1.0,388.0,42.0,48.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0.0,0.0,No,No,0.0,5.0,No,0.0,30.0,No,4-Medium,Other,Other,No
3289406,12.54,368.0,10.0,0.5,6.0,0.0,-108.0,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,2.0,DALDAL214,1.0,1.0,243.0,42.0,40.0,No,No,Yes,Yes,Yes,Known,No,No,No,No,No,Yes,0.0,0.0,Yes,No,0.0,9.0,No,0.0,30.0,No,3-Good,Other,Other,Yes
3356550,48.37,885.0,60.0,0.0,14.0,0.0,621.0,1.6,19.0,3.7,59.3,3.3,0.7,26.1,6.7,4.3,27.0,65.0,22.7,0.0,3.3,7.0,2.0,2.0,HOUHOU281,1.0,1.0,224.0,38.0,76.0,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,No,No,0.0,6.0,No,0.0,30.0,No,5-Low,Other,Retired,No
3149186,18.99,4.0,20.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,0.0,0.0,23.0,2.0,2.0,SANSAN210,1.0,1.0,686.0,50.0,0.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0.0,0.0,No,No,0.0,3.0,No,0.0,30.0,No,3-Good,Suburban,Clerical,No
3302482,65.88,1074.0,45.0,1.49,84.0,0.0,-691.0,-30.9,26.0,14.3,128.0,10.3,0.3,276.1,64.7,19.0,173.3,426.3,40.3,0.0,15.3,10.0,1.0,1.0,LOULOU502,1.0,1.0,289.0,26.0,20.0,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,No,Yes,0.0,9.0,No,0.0,30.0,No,5-Low,Suburban,Other,No
3282214,115.61,810.0,40.0,0.0,241.0,0.0,100.0,9.8,16.0,2.7,38.7,0.7,1.0,141.6,58.7,4.7,259.0,174.0,18.7,0.0,0.0,10.0,2.0,1.0,SFROAK925,2.0,2.0,250.0,0.0,0.0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,Yes,No,0.0,0.0,No,0.0,60.0,No,3-Good,Other,Other,Unknown
3127198,33.52,208.0,30.0,0.0,0.0,0.0,29.0,-0.3,7.3,1.0,24.7,2.7,0.0,32.6,2.3,0.0,85.7,58.7,8.3,0.0,0.3,19.0,1.0,1.0,LAXIRV949,1.0,1.0,567.0,0.0,0.0,No,No,No,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,30.0,No,2-High,Other,Other,Unknown
3048502,35.24,382.0,45.0,0.25,0.0,0.0,-91.0,-0.2,1.7,0.7,19.3,0.0,0.3,52.6,6.0,2.3,26.3,27.7,2.3,0.0,0.0,31.0,2.0,2.0,HOUHOU281,2.0,2.0,621.0,58.0,52.0,Yes,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0.0,0.0,No,No,0.0,6.0,No,0.0,30.0,No,3-Good,Town,Professional,Yes
3067946,130.27,770.0,50.0,2.48,220.0,11.0,-60.0,-34.3,8.3,4.3,27.7,0.0,0.0,97.6,40.0,11.3,107.0,34.3,12.7,0.0,0.3,23.0,1.0,1.0,APCWAS202,2.0,1.0,714.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,Yes,0.0,0.0,No,0.0,30.0,No,1-Highest,Suburban,Other,Unknown
3161994,33.24,217.0,45.0,0.0,0.0,0.0,54.0,0.0,7.3,2.7,27.0,0.3,0.0,54.5,1.3,0.3,69.7,24.0,10.0,0.0,0.3,18.0,1.0,1.0,LOUNAL812,1.0,1.0,543.0,38.0,0.0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,No,Yes,0.0,9.0,No,0.0,30.0,No,2-High,Town,Other,Yes
3364022,42.61,323.0,33.0,1.49,18.0,0.0,174.0,6.1,0.0,3.0,16.3,1.0,0.0,6.8,4.7,0.7,16.0,10.7,3.0,0.0,0.0,11.0,1.0,1.0,HOUVIC361,1.0,1.0,314.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,30.0,No,5-Low,Other,Other,Unknown
3302766,47.73,933.0,50.0,0.74,8.0,0.0,8.0,-2.8,8.0,1.3,27.3,0.0,0.0,227.0,105.0,50.3,93.7,185.0,9.3,0.0,6.0,12.0,1.0,1.0,BOSBOS617,1.0,1.0,335.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,30.0,No,2-High,Other,Other,Unknown
3083314,50.92,228.0,50.0,0.0,0.0,0.5,171.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.3,6.7,0.0,0.0,0.0,22.0,1.0,1.0,FLNNPR813,1.0,1.0,669.0,60.0,56.0,Yes,No,No,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0.0,0.0,No,No,0.0,7.0,No,0.0,30.0,No,2-High,Other,Retired,Yes
3340530,37.49,180.0,55.0,0.0,0.0,0.0,-27.0,7.5,0.7,0.0,9.7,0.0,0.0,42.6,11.0,2.0,19.7,31.7,0.7,0.0,0.0,8.0,1.0,1.0,AWIOSH920,1.0,1.0,255.0,48.0,46.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,Yes,No,0.0,6.0,No,0.0,30.0,No,5-Low,Other,Other,Yes
3058606,39.12,285.0,45.0,0.0,6.0,0.0,110.0,11.0,6.0,1.3,28.7,1.7,0.7,7.5,4.3,2.0,21.0,52.0,7.3,0.0,0.0,25.0,1.0,1.0,NYCBRO917,3.0,2.0,135.0,44.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,0.0,0.0,Yes,No,0.0,6.0,No,0.0,30.0,No,4-Medium,Other,Other,Unknown
3000346,79.44,831.0,75.0,4.46,0.0,0.0,119.0,1.5,2.0,2.0,10.0,0.0,0.0,282.6,37.3,13.0,155.0,32.3,4.0,0.0,2.3,49.0,1.0,1.0,DALFTW817,7.0,5.0,49.0,30.0,30.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0.0,0.0,No,No,0.0,8.0,No,0.0,200.0,No,4-Medium,Other,Other,No
3059294,106.19,1032.0,60.0,3.46,176.0,0.0,394.0,113.4,12.0,3.0,21.3,0.7,0.3,351.6,43.7,11.7,180.0,113.7,15.0,0.0,5.0,27.0,2.0,1.0,LAXBEV310,2.0,2.0,433.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,8.0,No,0.0,80.0,No,1-Highest,Other,Other,No
3283750,29.34,436.0,30.0,0.0,26.0,0.0,-144.0,-29.3,0.7,3.7,6.7,2.3,0.0,11.9,4.7,2.0,25.3,8.0,4.3,0.0,0.0,12.0,1.0,1.0,MIAFTM941,1.0,1.0,360.0,60.0,20.0,No,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0.0,0.0,No,No,0.0,4.0,No,0.0,30.0,No,2-High,Other,Other,Unknown
3323174,11.24,172.0,10.0,1.24,0.0,0.0,-102.0,-1.2,1.3,0.0,15.3,0.0,0.0,34.4,10.7,0.7,60.3,25.7,1.3,0.0,1.0,13.0,4.0,1.0,LAXIRV949,1.0,1.0,376.0,46.0,46.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0.0,0.0,No,No,0.0,8.0,No,0.0,30.0,No,3-Good,Other,Other,Yes
3257126,89.94,494.0,30.0,0.0,171.0,0.0,-123.0,-43.1,11.0,28.0,27.7,0.0,0.7,113.6,10.7,0.0,74.0,30.0,39.0,0.0,0.0,14.0,1.0,1.0,OHHMTA740,1.0,1.0,403.0,40.0,34.0,Yes,No,Yes,No,No,Known,No,Yes,No,No,No,Yes,0.0,0.0,No,No,0.0,4.0,No,0.0,30.0,No,6-VeryLow,Other,Crafts,Yes
3192394,17.85,343.0,10.0,0.0,42.0,0.0,25.0,21.2,3.0,2.0,33.7,0.0,0.0,91.4,15.7,9.7,45.7,42.7,5.0,0.0,1.3,15.0,2.0,2.0,HOUHOU281,1.0,1.0,470.0,46.0,24.0,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,No,No,0.0,6.0,No,0.0,30.0,No,3-Good,Suburban,Other,No
3009834,34.99,160.0,45.0,0.0,0.0,0.0,20.0,0.0,0.3,2.7,18.7,0.0,0.0,11.4,8.0,1.3,34.0,19.3,3.0,0.0,0.0,44.0,2.0,2.0,SANCRP512,4.0,3.0,344.0,74.0,0.0,Yes,Yes,Yes,No,No,Known,No,No,No,Yes,Yes,Yes,0.0,0.0,No,Yes,0.0,6.0,No,1.0,60.0,No,1-Highest,Town,Self,Yes
3049426,34.35,218.0,30.0,0.25,13.0,0.0,-22.0,-3.4,0.3,3.3,17.7,0.0,0.7,37.5,14.0,6.7,56.7,50.0,3.7,0.0,2.0,29.0,2.0,2.0,MIAMIA305,1.0,1.0,868.0,38.0,40.0,No,No,Yes,Yes,No,Known,No,No,No,No,No,Yes,0.0,0.0,No,No,0.0,6.0,No,0.0,30.0,No,1-Highest,Suburban,Other,Yes
3140486,77.28,718.0,46.0,0.74,106.0,0.0,-164.0,-42.3,2.0,8.0,25.3,0.3,0.3,191.1,35.0,3.3,85.7,100.7,10.0,0.0,0.0,18.0,1.0,1.0,MINMIN612,1.0,1.0,541.0,36.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,1.0,0.0,No,0.0,30.0,No,2-High,Suburban,Other,Unknown
3048486,64.69,329.0,70.0,4.21,0.0,0.5,69.0,2.2,0.7,12.7,12.7,0.0,0.0,18.8,11.7,0.0,28.7,16.3,13.3,0.0,0.7,33.0,1.0,1.0,CHINBK847,7.0,5.0,56.0,44.0,40.0,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,Yes,No,0.0,8.0,No,0.0,30.0,No,1-Highest,Other,Other,No
3245186,30.26,103.0,40.0,0.0,0.0,0.0,-78.0,-0.3,4.7,1.3,8.0,0.0,0.0,23.6,9.7,1.7,24.3,23.7,6.0,0.0,0.0,10.0,3.0,2.0,NNYBUF716,1.0,1.0,313.0,42.0,20.0,No,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0.0,0.0,No,No,0.0,5.0,No,0.0,30.0,No,3-Good,Rural,Other,No
3312882,36.23,196.0,45.0,1.24,0.0,0.0,70.0,-0.2,5.3,0.3,20.7,3.7,0.7,28.1,25.3,18.7,63.0,28.3,5.7,0.0,0.7,13.0,1.0,1.0,SFROAK510,3.0,3.0,158.0,0.0,0.0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,130.0,No,4-Medium,Other,Other,Unknown
3238042,49.99,288.0,60.0,0.0,0.0,0.0,109.0,0.0,4.3,0.7,30.7,0.0,0.0,75.5,45.3,24.7,104.0,68.7,5.0,0.0,2.7,17.0,1.0,1.0,APCSVP443,1.0,1.0,492.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,30.0,No,4-Medium,Suburban,Other,Unknown
3257794,55.1,537.0,40.0,0.25,69.0,0.6,118.0,29.1,1.3,1.3,16.3,1.0,0.0,67.7,23.0,2.7,56.3,48.0,2.7,0.0,0.3,14.0,1.0,1.0,NSHNSH615,1.0,1.0,403.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,Yes,0.0,0.0,No,0.0,30.0,No,3-Good,Other,Other,Unknown
3159998,84.07,1259.0,85.0,1.24,0.0,0.0,-125.0,-3.8,11.0,14.0,89.7,2.3,0.0,249.1,91.3,18.7,140.3,343.7,25.0,0.0,10.3,18.0,1.0,1.0,FLNCOC407,2.0,1.0,242.0,30.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,Yes,No,0.0,6.0,No,0.0,80.0,No,4-Medium,Suburban,Other,No
3371306,39.03,1394.0,49.0,0.25,1.0,0.0,634.0,1.0,9.3,0.3,34.0,6.7,0.0,667.8,76.7,37.3,82.0,209.3,9.7,0.0,9.0,6.0,1.0,1.0,DETPON248,2.0,1.0,175.0,46.0,46.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0.0,0.0,No,No,1.0,6.0,No,0.0,150.0,No,2-High,Suburban,Professional,No
3291026,56.4,865.0,45.0,0.5,60.0,0.0,81.0,-7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,LAXCUL310,1.0,1.0,349.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,30.0,No,2-High,Suburban,Other,Unknown
3131122,33.74,152.0,30.0,0.5,0.0,0.0,60.0,-0.5,14.3,3.3,25.0,0.3,0.0,16.4,27.0,6.7,31.3,56.7,17.7,0.0,0.0,21.0,1.0,1.0,APCFCH703,1.0,1.0,625.0,42.0,46.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,No,No,1.0,8.0,No,0.0,30.0,No,2-High,Suburban,Other,Yes
3039974,29.99,17.0,30.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7,4.0,0.0,0.0,0.0,0.7,0.0,5.3,3.3,0.7,0.0,0.0,31.0,2.0,2.0,MINSTP612,1.0,1.0,933.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,Yes,0.0,0.0,No,0.0,30.0,No,1-Highest,Suburban,Other,Unknown
3035162,35.68,220.0,30.0,0.0,0.0,2.2,-38.0,-3.2,2.3,0.7,21.7,0.0,0.0,18.5,8.0,2.3,29.3,27.0,3.0,0.0,0.3,32.0,1.0,1.0,DETTOL419,2.0,1.0,781.0,26.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,No,Yes,0.0,6.0,No,1.0,30.0,No,3-Good,Other,Other,Yes
3139506,31.67,71.0,30.0,0.25,0.0,1.2,2.0,2.2,1.0,1.0,5.0,0.0,0.3,9.0,3.7,0.0,10.0,9.7,2.0,0.0,0.0,18.0,1.0,1.0,NYCFHD732,1.0,1.0,544.0,54.0,50.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0.0,0.0,No,No,0.0,7.0,No,0.0,30.0,No,2-High,Suburban,Professional,Yes
3236042,74.87,308.0,23.0,0.5,11.0,0.0,167.0,-32.9,0.7,3.3,67.3,3.0,0.0,101.3,18.7,0.3,70.0,62.3,4.0,0.0,2.7,17.0,1.0,1.0,OHICIN513,3.0,2.0,18.0,28.0,20.0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,3.0,No,0.0,60.0,No,4-Medium,Suburban,Other,Unknown
3115286,59.99,139.0,70.0,0.0,0.0,0.0,-54.0,0.0,1.3,0.0,19.3,0.0,0.0,0.4,0.0,0.0,35.0,11.7,1.3,0.0,0.0,25.0,3.0,2.0,NEVCHU619,2.0,2.0,314.0,28.0,60.0,No,Yes,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0.0,0.0,No,Yes,0.0,3.0,No,0.0,150.0,No,2-High,Suburban,Other,No
3299002,34.99,1023.0,45.0,0.0,0.0,0.0,-774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,DETMON734,1.0,1.0,400.0,30.0,0.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0.0,0.0,No,No,1.0,1.0,No,0.0,30.0,No,2-High,Town,Other,No
3133182,128.06,1213.0,75.0,0.74,209.0,0.0,-83.0,-20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,SEAVAN360,2.0,2.0,170.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,10.0,No,5-Low,Town,Other,Unknown
3222294,35.2,117.0,40.0,0.0,0.0,0.0,16.0,-1.8,1.7,0.0,5.3,0.0,0.3,17.1,5.3,0.7,27.0,5.3,1.7,0.0,0.0,13.0,1.0,1.0,SFRSFR415,1.0,1.0,408.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,30.0,No,2-High,Other,Other,Unknown
3352254,94.49,1535.0,70.0,0.0,112.0,0.0,-62.0,45.9,3.3,0.0,27.0,3.3,0.0,450.3,50.0,0.0,114.7,162.7,3.3,0.0,0.3,10.0,1.0,1.0,SEASEA206,1.0,1.0,282.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,30.0,No,4-Medium,Other,Other,Unknown
3262506,32.56,315.0,40.0,0.0,7.0,0.0,23.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,1.0,LAXANA714,1.0,1.0,397.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,Yes,No,0.0,0.0,No,0.0,30.0,No,4-Medium,Other,Other,Unknown
3218826,55.66,398.0,30.0,0.25,72.0,0.0,36.0,20.5,0.7,2.3,40.3,2.7,0.0,50.8,18.3,2.7,79.0,56.0,3.0,0.0,1.0,16.0,1.0,1.0,OHIWAR330,1.0,1.0,460.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,30.0,No,4-Medium,Town,Other,Unknown
3030278,24.99,305.0,25.0,0.0,0.0,0.0,80.0,0.0,1.7,7.0,45.7,1.3,0.0,25.3,4.0,0.0,44.3,88.0,8.7,0.0,0.7,35.0,2.0,1.0,MINMIN612,3.0,3.0,26.0,36.0,34.0,Yes,Yes,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0.0,0.0,No,No,0.0,5.0,No,0.0,30.0,No,1-Highest,Suburban,Crafts,Yes
3118122,30.0,95.0,30.0,0.0,0.0,0.0,-28.0,0.0,0.3,0.0,4.0,0.7,0.3,19.3,3.0,2.0,22.0,5.7,0.3,0.0,0.3,21.0,1.0,1.0,DALFTW817,1.0,1.0,637.0,54.0,66.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0.0,0.0,No,No,0.0,3.0,No,0.0,30.0,No,2-High,Town,Crafts,Yes
3169990,32.53,151.0,30.0,0.0,7.0,0.0,62.0,7.6,1.7,2.3,1.3,0.0,0.0,6.9,5.0,0.0,47.3,11.7,4.0,0.0,0.0,19.0,1.0,1.0,NCRRIC804,1.0,1.0,570.0,46.0,46.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0.0,0.0,No,No,0.0,6.0,No,0.0,30.0,No,2-High,Town,Other,Yes
3120954,43.24,2394.0,40.0,0.0,5.0,0.0,-202.0,1.8,2.0,4.0,56.0,5.3,0.0,205.1,54.0,19.7,107.3,115.7,6.0,0.0,2.0,25.0,3.0,2.0,SANAUS512,6.0,3.0,469.0,36.0,26.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,No,No,0.0,3.0,No,0.0,200.0,No,1-Highest,Other,Other,No
3354686,42.32,226.0,62.0,0.5,0.0,0.0,0.0,7.7,7.3,1.3,15.0,0.3,0.0,72.5,72.7,17.7,76.7,54.3,8.7,0.0,3.0,12.0,1.0,1.0,FLNTAL850,1.0,1.0,336.0,52.0,46.0,Yes,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,0.0,0.0,No,No,0.0,7.0,No,0.0,30.0,No,5-Low,Other,Professional,Yes
3290290,35.08,422.0,45.0,0.0,0.0,0.0,-76.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,1.0,HWIHON808,1.0,1.0,350.0,0.0,0.0,No,No,No,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,30.0,No,7-Lowest,Other,Other,Unknown
3109266,25.65,598.0,10.0,0.74,0.0,0.0,-448.0,-11.3,7.7,46.3,36.0,0.0,4.0,150.4,32.3,4.7,160.0,252.3,71.3,0.0,8.0,19.0,5.0,2.0,NCRWIN336,4.0,2.0,96.0,46.0,0.0,No,Yes,Yes,No,No,Known,Yes,Yes,No,No,Yes,Yes,0.0,0.0,No,No,0.0,5.0,No,0.0,100.0,No,3-Good,Other,Other,No
3046410,103.55,925.0,75.0,0.25,65.0,0.0,89.0,-19.0,1.3,11.0,15.3,0.0,0.0,316.8,55.3,10.7,117.7,194.0,12.3,0.0,11.3,29.0,1.0,1.0,SANAUS512,1.0,1.0,888.0,28.0,0.0,No,No,Yes,Yes,No,Unknown,No,No,No,No,No,Yes,0.0,0.0,No,No,0.0,6.0,No,0.0,30.0,No,6-VeryLow,Suburban,Other,No
3295082,40.04,598.0,45.0,0.0,3.0,0.0,142.0,0.7,15.0,2.3,16.7,4.3,0.0,195.3,44.7,35.3,125.3,117.3,17.3,0.0,1.3,14.0,2.0,2.0,OHICOL614,2.0,1.0,259.0,48.0,46.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0.0,0.0,No,No,0.0,7.0,No,0.0,150.0,No,6-VeryLow,Suburban,Other,Yes
3041890,34.11,122.0,20.0,0.25,54.0,0.0,-5.0,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,1.0,1.0,SFRSCL408,1.0,1.0,966.0,50.0,50.0,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,Yes,No,1.0,9.0,No,0.0,30.0,No,1-Highest,Other,Other,Yes
3323362,48.78,323.0,45.0,0.5,38.0,0.0,-96.0,-13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,SEWYAK509,2.0,2.0,101.0,32.0,26.0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,Yes,No,0.0,4.0,No,0.0,80.0,No,4-Medium,Other,Other,Yes
3304106,35.03,288.0,40.0,3.71,3.0,0.2,-58.0,1.1,5.7,0.0,27.3,0.0,0.0,71.3,10.7,0.7,70.7,40.7,5.7,0.0,1.0,9.0,1.0,1.0,APCFCH703,1.0,1.0,287.0,34.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,Yes,No,0.0,9.0,No,0.0,30.0,No,2-High,Other,Other,No
3312298,104.0,868.0,70.0,1.73,48.0,0.0,-618.0,-30.0,27.3,0.0,8.7,9.7,0.3,250.4,88.7,44.0,316.0,283.0,27.3,0.0,0.0,7.0,1.0,1.0,NYCMAN917,2.0,2.0,67.0,0.0,0.0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0.0,0.0,No,No,0.0,0.0,No,0.0,30.0,No,4-Medium,Other,Other,Unknown
3271690,36.31,498.0,40.0,0.0,19.0,0.0,7.0,-4.6,6.0,2.0,44.0,18.0,2.7,41.7,2.3,0.0,75.7,57.7,8.0,0.0,0.0,11.0,1.0,1.0,PITHOM412,1.0,1.0,334.0,32.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,1.0,0.0,No,Yes,0.0,5.0,No,0.0,30.0,Yes,3-Good,Other,Other,No
3052382,51.97,287.0,60.0,1.98,0.0,0.0,-271.0,-1.0,6.7,0.3,14.3,0.0,0.0,38.6,18.7,6.0,64.3,24.0,7.0,0.0,0.3,30.0,1.0,1.0,APCWAS202,2.0,2.0,361.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0.0,0.0,No,No,0.0,7.0,No,0.0,30.0,No,4-Medium,Suburban,Other,No
3356590,118.97,1286.0,70.0,1.98,168.0,0.0,-578.0,-66.0,11.0,3.3,19.7,1.7,0.0,627.8,102.3,11.0,181.0,170.3,14.3,0.0,9.0,11.0,2.0,1.0,NCRGRE336,2.0,2.0,314.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,0.0,0.0,No,No,0.0,6.0,No,0.0,100.0,No,2-High,Other,Other,Unknown
